2019 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-05-22T21:50:20 Cycle:85365308-4295-4370-8e23-05d88256d096 Created:2019-05-22T21:48:30 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
ACT,318,Bean,93925,Belconnen BEAN PPVC,263,36.94,449,63.06,712,-2.92
ACT,318,Bean,93927,BLV Bean PPVC,0,0,0,0,0,-50
ACT,318,Bean,11877,Bonython,507,37.89,831,62.11,1338,0.62
ACT,318,Bean,11452,Calwell,794,42.06,1094,57.94,1888,1.95
ACT,318,Bean,8761,Chapman,804,36.4,1405,63.6,2209,-4.49
ACT,318,Bean,8763,Chisholm,625,43.65,807,56.35,1432,4.05
ACT,318,Bean,93916,City (Bean),26,28.26,66,71.74,92,-6.05
ACT,318,Bean,93922,City BEAN PPVC,878,36.49,1528,63.51,2406,-7.76
ACT,318,Bean,31298,Conder,866,42.12,1190,57.88,2056,3.44
ACT,318,Bean,83835,Conder North,431,46.05,505,53.95,936,6.98
ACT,318,Bean,82523,Coombs,749,35.68,1350,64.32,2099,-3.64
ACT,318,Bean,93906,Curtin (Bean),86,37.39,144,62.61,230,1.11
ACT,318,Bean,93932,Divisional Office (PREPOLL),33,44.59,41,55.41,74,44.59
ACT,318,Bean,8767,Duffy,493,28.75,1222,71.25,1715,-6.15
ACT,318,Bean,8768,Fadden,759,45.18,921,54.82,1680,-2.69
ACT,318,Bean,8769,Farrer,899,41.22,1282,58.78,2181,-3.55
ACT,318,Bean,93913,Garran (Bean),192,40.42,283,59.58,475,-2.96
ACT,318,Bean,8771,Gilmore,696,44.76,859,55.24,1555,2.42
ACT,318,Bean,12072,Gordon,1070,42.33,1458,57.67,2528,2.62
ACT,318,Bean,83837,Gordon North,274,51.31,260,48.69,534,12.21
ACT,318,Bean,8772,Gowrie,648,43.03,858,56.97,1506,2.17
ACT,318,Bean,97445,Greenway,538,42.43,730,57.57,1268,5.29
ACT,318,Bean,93929,Gungahlin BEAN PPVC,178,51.74,166,48.26,344,7.43
ACT,318,Bean,8773,Holder,661,40.11,987,59.89,1648,-1.77
ACT,318,Bean,93908,Hughes (Bean),90,42.25,123,57.75,213,2.06
ACT,318,Bean,8884,Isabella Plains,732,42.09,1007,57.91,1739,5.22
ACT,318,Bean,8776,Kambah North,541,38.07,880,61.93,1421,1
ACT,318,Bean,8777,Kambah South,641,34.63,1210,65.37,1851,0.18
ACT,318,Bean,8778,Kambah West,875,39.68,1330,60.32,2205,0.8
ACT,318,Bean,93909,Lyons (Bean),124,33.97,241,66.03,365,-2.79
ACT,318,Bean,8780,Mawson,711,39,1112,61,1823,0.36
ACT,318,Bean,8781,Monash,807,43.86,1033,56.14,1840,2.07
ACT,318,Bean,65739,Norfolk Island,146,52.71,131,47.29,277,3.33
ACT,318,Bean,66153,Norfolk Island PPVC,157,57.09,118,42.91,275,-4.36
ACT,318,Bean,93926,Other Mobile Team 1,5,45.45,6,54.55,11,12.12
ACT,318,Bean,93928,Parkes (Bean),132,24.35,410,75.65,542,-10.87
ACT,318,Bean,97479,Parkes BEAN PPVC,406,42.65,546,57.35,952,42.65
ACT,318,Bean,8784,Pearce,811,38.15,1315,61.85,2126,-1.86
ACT,318,Bean,8786,Richardson,530,43.95,676,56.05,1206,7.77
ACT,318,Bean,93921,Special Hospital Team 1,72,52.55,65,47.45,137,11
ACT,318,Bean,93923,Special Hospital Team 2,72,64.29,40,35.71,112,22.84
ACT,318,Bean,93924,Special Hospital Team 3,45,45.45,54,54.55,99,4.05
ACT,318,Bean,8788,Tharwa,54,48.65,57,51.35,111,-3.62
ACT,318,Bean,11878,Theodore,626,43.96,798,56.04,1424,5.54
ACT,318,Bean,32704,Tuggeranong BEAN PPVC,8215,48.4,8759,51.6,16974,4.12
ACT,318,Bean,8790,Wanniassa,652,41.21,930,58.79,1582,2.58
ACT,318,Bean,8791,Wanniassa Hills,632,36.87,1082,63.13,1714,-1.42
ACT,318,Bean,8792,Waramanga,627,33.48,1246,66.52,1873,-4.73
ACT,318,Bean,83841,Waramanga West,192,33.16,387,66.84,579,-5.56
ACT,318,Bean,8793,Weston,488,37.42,816,62.58,1304,0.71
ACT,318,Bean,32705,Woden BEAN PPVC,4634,44.5,5779,55.5,10413,-0.63
ACT,101,Canberra,8801,Ainslie North,333,17.42,1579,82.58,1912,-5.75
ACT,101,Canberra,8803,Aranda (Canberra),406,22.22,1421,77.78,1827,-6
ACT,101,Canberra,8829,Barton,666,32.55,1380,67.45,2046,-11.85
ACT,101,Canberra,93968,Belconnen (Canberra),151,32.33,316,67.67,467,0.65
ACT,101,Canberra,64583,Belconnen CANBERRA PPVC,2426,37.45,4052,62.55,6478,-0.88
ACT,101,Canberra,65504,BLV Canberra PPVC,0,0,0,0,0,-33.33
ACT,101,Canberra,8802,Braddon,486,21.46,1779,78.54,2265,-7.87
ACT,101,Canberra,83849,Bruce (Canberra),361,32.29,757,67.71,1118,0.49
ACT,101,Canberra,8806,Campbell,912,42.26,1246,57.74,2158,-4.17
ACT,101,Canberra,8808,City (Canberra),346,24.52,1065,75.48,1411,-8.13
ACT,101,Canberra,58708,City CANBERRA PPVC,2842,31.6,6153,68.4,8995,-7.3
ACT,101,Canberra,8764,Curtin (Canberra),623,31.39,1362,68.61,1985,-4.97
ACT,101,Canberra,8766,Deakin,621,54.76,513,45.24,1134,-4.7
ACT,101,Canberra,8809,Dickson,264,27.94,681,72.06,945,-2.01
ACT,101,Canberra,83852,Dickson East,180,20.69,690,79.31,870,-4.33
ACT,101,Canberra,30092,Divisional Office (PREPOLL),91,29.55,217,70.45,308,-8.42
ACT,101,Canberra,82525,Downer,217,19.12,918,80.88,1135,-4.59
ACT,101,Canberra,8794,Garran (Canberra),318,36.34,557,63.66,875,-7.08
ACT,101,Canberra,8816,Giralang (Canberra),444,33.33,888,66.67,1332,-1.6
ACT,101,Canberra,8817,Griffith,525,37.53,874,62.47,1399,-8.35
ACT,101,Canberra,65981,Gungahlin CANBERRA PPVC,887,37.89,1454,62.11,2341,-8.5
ACT,101,Canberra,8774,Hughes (Canberra),541,36.8,929,63.2,1470,-3.4
ACT,101,Canberra,8823,Kaleen,647,36.7,1116,63.3,1763,0.45
ACT,101,Canberra,8824,Kaleen South,459,32.46,955,67.54,1414,-3.38
ACT,101,Canberra,8826,Lyneham,465,20,1860,80,2325,-5.12
ACT,101,Canberra,83856,Lyneham East,176,22.08,621,77.92,797,-3.23
ACT,101,Canberra,8779,Lyons (Canberra),258,31.01,574,68.99,832,-5.61
ACT,101,Canberra,8828,Macquarie (Canberra),338,26.32,946,73.68,1284,-3.44
ACT,101,Canberra,8782,Narrabundah,444,31.92,947,68.08,1391,-3.35
ACT,101,Canberra,8783,Oaks Estate,53,34.42,101,65.58,154,-6.99
ACT,101,Canberra,93976,Page (Canberra),176,39.02,275,60.98,451,5.84
ACT,101,Canberra,65741,Parkes (Canberra),537,21.82,1924,78.18,2461,-10.9
ACT,101,Canberra,65742,Parkes CANBERRA PPVC,1088,37.8,1790,62.2,2878,-3.05
ACT,101,Canberra,8785,Red Hill,871,38.78,1375,61.22,2246,-7
ACT,101,Canberra,32712,Special Hospital Team 1,58,59.18,40,40.82,98,14.18
ACT,101,Canberra,58810,Special Hospital Team 2,74,51.03,71,48.97,145,6.87
ACT,101,Canberra,58811,Special Hospital Team 3,38,40.86,55,59.14,93,-4.14
ACT,101,Canberra,66154,Special Hospital Team 4,53,41.09,76,58.91,129,-3.27
ACT,101,Canberra,93983,Special Hospital Team 5,11,61.11,7,38.89,18,16.32
ACT,101,Canberra,93984,Special Hospital Team 6,12,30,28,70,40,-14.44
ACT,101,Canberra,93998,Special Hospital Team 7,19,51.35,18,48.65,37,5.9
ACT,101,Canberra,97477,Special Hospital Team 8,9,20,36,80,45,-24.68
ACT,101,Canberra,93960,Tuggeranong CANBERRA PPVC,238,40.75,346,59.25,584,-1.82
ACT,101,Canberra,8836,Turner,397,19.53,1636,80.47,2033,-4.91
ACT,101,Canberra,8837,Watson,511,21.68,1846,78.32,2357,-4.6
ACT,101,Canberra,8838,Weetangera (Canberra),587,34.94,1093,65.06,1680,-1.7
ACT,101,Canberra,93961,Woden CANBERRA PPVC,2492,45.55,2979,54.45,5471,1.04
ACT,101,Canberra,8840,Yarralumla,617,44.36,774,55.64,1391,-5.01
ACT,102,Fenner,38197,Amaroo,1110,41.13,1589,58.87,2699,-0.89
ACT,102,Fenner,94007,Aranda (Fenner),41,23.56,133,76.44,174,-4.61
ACT,102,Fenner,8805,Belconnen (Fenner),406,27.66,1062,72.34,1468,-4.06
ACT,102,Fenner,32464,Belconnen FENNER PPVC,5887,40.48,8655,59.52,14542,2.27
ACT,102,Fenner,65505,BLV Fenner PPVC,0,0,0,0,0,-18.18
ACT,102,Fenner,65695,Bonner,795,39.24,1231,60.76,2026,0.66
ACT,102,Fenner,94020,Bruce (Fenner),103,45.37,124,54.63,227,13.54
ACT,102,Fenner,8807,Charnwood,672,38.1,1092,61.9,1764,3.66
ACT,102,Fenner,83851,Charnwood East,247,33.51,490,66.49,737,-1.57
ACT,102,Fenner,66144,City (Fenner),59,36.65,102,63.35,161,8.39
ACT,102,Fenner,32465,City FENNER PPVC,1534,37.44,2563,62.56,4097,3.96
ACT,102,Fenner,94017,Divisional Office (PREPOLL),57,45.24,69,54.76,126,14.9
ACT,102,Fenner,8812,Evatt,744,36.08,1318,63.92,2062,-0.66
ACT,102,Fenner,83853,Evatt South,369,32.48,767,67.52,1136,-3.3
ACT,102,Fenner,8814,Florey,454,31.46,989,68.54,1443,-2.44
ACT,102,Fenner,65493,Forde,707,46.09,827,53.91,1534,-3.33
ACT,102,Fenner,83854,Franklin,591,38.88,929,61.12,1520,-3.81
ACT,102,Fenner,34238,Fraser Central,834,37.15,1411,62.85,2245,1.18
ACT,102,Fenner,94009,Giralang (Fenner),89,41.78,124,58.22,213,6.83
ACT,102,Fenner,34240,Gungahlin,634,40.88,917,59.12,1551,-0.83
ACT,102,Fenner,38504,Gungahlin FENNER PPVC,4438,48.12,4784,51.88,9222,1.45
ACT,102,Fenner,83848,Hall,186,45.15,226,54.85,412,2.6
ACT,102,Fenner,83863,Hall PPVC,0,0,0,0,0,0
ACT,102,Fenner,47681,Harrison,868,39.13,1350,60.87,2218,-3.51
ACT,102,Fenner,8821,Holt,695,35.64,1255,64.36,1950,2.21
ACT,102,Fenner,83855,Holt West,274,34.21,527,65.79,801,0.82
ACT,102,Fenner,8825,Latham,471,31.89,1006,68.11,1477,-0.29
ACT,102,Fenner,8827,Macgregor,651,31.85,1393,68.15,2044,-1.53
ACT,102,Fenner,94013,Macquarie (Fenner),55,27.5,145,72.5,200,-2.27
ACT,102,Fenner,8830,Melba,601,33.37,1200,66.63,1801,1.16
ACT,102,Fenner,32463,Ngunnawal,897,35.19,1652,64.81,2549,-0.26
ACT,102,Fenner,32081,Nicholls,1261,45.82,1491,54.18,2752,-3.1
ACT,102,Fenner,83857,Nicholls North,556,45.99,653,54.01,1209,1.99
ACT,102,Fenner,65840,Other Mobile Team 1,7,9.46,67,90.54,74,1.26
ACT,102,Fenner,8832,Page (Fenner),365,31.17,806,68.83,1171,-2.11
ACT,102,Fenner,31626,Palmerston,1019,38.27,1644,61.73,2663,-1.01
ACT,102,Fenner,65743,Parkes (Fenner),102,23.29,336,76.71,438,-3.58
ACT,102,Fenner,83858,Parkes FENNER PPVC,369,37.39,618,62.61,987,-3.34
ACT,102,Fenner,8834,Scullin,269,22.74,914,77.26,1183,-7.36
ACT,102,Fenner,32467,Special Hospital Team 1,136,51.52,128,48.48,264,4.3
ACT,102,Fenner,97559,Taylor,485,36.52,843,63.48,1328,-4.86
ACT,102,Fenner,64585,Tuggeranong FENNER PPVC,274,40.77,398,59.23,672,2.63
ACT,102,Fenner,94016,Weetangera (Fenner),71,30.34,163,69.66,234,-6.39
ACT,102,Fenner,64584,Woden FENNER PPVC,505,38.26,815,61.74,1320,-0.67
NSW,103,Banks,31,Allawah,676,50.64,659,49.36,1335,1.69
NSW,103,Banks,67,Allawah South,489,53.09,432,46.91,921,4.4
NSW,103,Banks,56500,Beverly Hills North (Banks),138,48.42,147,51.58,285,-0.38
NSW,103,Banks,79612,Beverly Hills South (Banks),303,49.43,310,50.57,613,2.69
NSW,103,Banks,46,Blakehurst North,187,55.16,152,44.84,339,12.86
NSW,103,Banks,65425,BLV Banks PPVC,0,0,0,0,0,-56
NSW,103,Banks,56472,Carlton South (Banks),467,44.82,575,55.18,1042,3.43
NSW,103,Banks,65,Carlton West,644,55.61,514,44.39,1158,2.66
NSW,103,Banks,42,Connells Point (Banks),1296,68.32,601,31.68,1897,4
NSW,103,Banks,30094,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,103,Banks,2,East Hills,616,54.71,510,45.29,1126,4.38
NSW,103,Banks,79613,Hurstville (Banks),239,56.37,185,43.63,424,5.01
NSW,103,Banks,34046,Hurstville BANKS PPVC,6144,61.29,3881,38.71,10025,6.56
NSW,103,Banks,79614,Hurstville East (Banks),127,51.63,119,48.37,246,0.96
NSW,103,Banks,45,Hurstville Grove,1004,58.92,700,41.08,1704,-0.69
NSW,103,Banks,43,Hurstville South,494,55.63,394,44.37,888,4.68
NSW,103,Banks,4,Lugarno,1778,68.75,808,31.25,2586,4.18
NSW,103,Banks,55,Mortdale Central,893,55.6,713,44.4,1606,7.56
NSW,103,Banks,56,Mortdale East,826,48.93,862,51.07,1688,2.27
NSW,103,Banks,5,Mortdale West,1022,55.6,816,44.4,1838,4.28
NSW,103,Banks,6,Narwee,1150,51.78,1071,48.22,2221,5.45
NSW,103,Banks,58,Oatley,1134,58.15,816,41.85,1950,-2.2
NSW,103,Banks,83630,Oatley East,320,59.37,219,40.63,539,-0.95
NSW,103,Banks,59,Oatley West,1344,59.6,911,40.4,2255,-1.88
NSW,103,Banks,7,Padstow,1076,50.92,1037,49.08,2113,2.94
NSW,103,Banks,83624,Padstow Central,91,60.26,60,39.74,151,12.3
NSW,103,Banks,8,Padstow East,856,53.1,756,46.9,1612,6.7
NSW,103,Banks,58722,Padstow PPVC,4723,61.52,2954,38.48,7677,9.66
NSW,103,Banks,10,Padstow South,1269,59.61,860,40.39,2129,5.7
NSW,103,Banks,11,Panania,433,52.48,392,47.52,825,8.1
NSW,103,Banks,12,Panania Central,548,56.73,418,43.27,966,7.24
NSW,103,Banks,13,Panania North,922,51.22,878,48.78,1800,5.73
NSW,103,Banks,14,Panania South,1458,59,1013,41,2471,3.66
NSW,103,Banks,16,Peakhurst East,928,51.3,881,48.7,1809,3.14
NSW,103,Banks,17,Peakhurst South,1075,60.98,688,39.02,1763,2.49
NSW,103,Banks,18,Peakhurst West,1347,58.19,968,41.81,2315,4.06
NSW,103,Banks,19,Penshurst,621,58.58,439,41.42,1060,10.03
NSW,103,Banks,60,Penshurst Central,971,48.43,1034,51.57,2005,4.63
NSW,103,Banks,22,Picnic Point North,1070,61.92,658,38.08,1728,4.38
NSW,103,Banks,83635,Picnic Point South,61,76.25,19,23.75,80,20.91
NSW,103,Banks,57281,Revesby,756,47.07,850,52.93,1606,4.1
NSW,103,Banks,25,Revesby North (Banks),995,52.12,914,47.88,1909,10.34
NSW,103,Banks,26,Revesby South,1187,54.8,979,45.2,2166,4.32
NSW,103,Banks,3,Riverwood East (Banks),512,46.67,585,53.33,1097,7.73
NSW,103,Banks,27,Riverwood North,336,36.44,586,63.56,922,10.27
NSW,103,Banks,28,Riverwood South,660,52.97,586,47.03,1246,8.12
NSW,103,Banks,33594,Special Hospital Team 1,161,68.8,73,31.2,234,8.59
NSW,103,Banks,14011,Sydney (Banks),61,40.4,90,59.6,151,-7.92
NSW,103,Banks,97610,Sydney BANKS PPVC,294,52.88,262,47.12,556,3.77
NSW,104,Barton,32,Arncliffe,357,35.77,641,64.23,998,0.45
NSW,104,Barton,34,Arncliffe Central,484,35.38,884,64.62,1368,1.13
NSW,104,Barton,83610,Arncliffe North,64,44.14,81,55.86,145,8.43
NSW,104,Barton,2642,Arncliffe West,733,35.41,1337,64.59,2070,0.02
NSW,104,Barton,2643,Bardwell Park,503,46.19,586,53.81,1089,-4.64
NSW,104,Barton,65982,Belmore BARTON PPVC,777,48.44,827,51.56,1604,1.81
NSW,104,Barton,2645,Beverly Hills,558,49.47,570,50.53,1128,-1.79
NSW,104,Barton,2670,Beverly Hills Central,318,54.45,266,45.55,584,2.65
NSW,104,Barton,2646,Beverly Hills South (Barton),299,45.93,352,54.07,651,-0.1
NSW,104,Barton,2647,Bexley,769,41.21,1097,58.79,1866,0.87
NSW,104,Barton,2640,Bexley East,470,39.93,707,60.07,1177,1.8
NSW,104,Barton,2649,Bexley North,463,40.26,687,59.74,1150,-4.68
NSW,104,Barton,2662,Bexley North Park,686,46.92,776,53.08,1462,-1.93
NSW,104,Barton,83607,Bexley South,313,44.71,387,55.29,700,3.77
NSW,104,Barton,2650,Bexley West,795,44.19,1004,55.81,1799,-1.3
NSW,104,Barton,65449,BLV Barton PPVC,0,0,0,0,0,-45.45
NSW,104,Barton,83605,Brighton North,302,46.46,348,53.54,650,-1.76
NSW,104,Barton,38,Brighton-Le-Sands (Barton),913,47.65,1003,52.35,1916,-0.18
NSW,104,Barton,2652,Canterbury South,633,30.98,1410,69.02,2043,-3.53
NSW,104,Barton,2653,Carlton,1020,38.9,1602,61.1,2622,-1.15
NSW,104,Barton,47,Carlton South (Barton),271,38.66,430,61.34,701,-2.65
NSW,104,Barton,97585,Central Sydney BARTON PPVC,169,32.07,358,67.93,527,-11.68
NSW,104,Barton,2656,Clemton Park,1087,41.05,1561,58.95,2648,-0.84
NSW,104,Barton,83606,Clemton Park West,70,50,70,50,140,7.22
NSW,104,Barton,30095,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,104,Barton,83609,Earlwood,687,46.8,781,53.2,1468,4.15
NSW,104,Barton,2660,Earlwood Central,557,47.65,612,52.35,1169,-0.39
NSW,104,Barton,2661,Earlwood South,938,41.19,1339,58.81,2277,-1.15
NSW,104,Barton,79724,Hurlstone Park (Barton),121,24.69,369,75.31,490,0.11
NSW,104,Barton,2663,Hurstville (Barton),548,47.9,596,52.1,1144,-3.28
NSW,104,Barton,65171,Hurstville BARTON PPVC,3229,51.96,2985,48.04,6214,-4.93
NSW,104,Barton,2664,Hurstville East (Barton),514,46.47,592,53.53,1106,-3.5
NSW,104,Barton,2665,Hurstville North,774,50.65,754,49.35,1528,3.6
NSW,104,Barton,2666,Kingsgrove,372,47.39,413,52.61,785,-4.14
NSW,104,Barton,79715,Kingsgrove North (Barton),242,50.42,238,49.58,480,0.88
NSW,104,Barton,2667,Kingsgrove South,555,43.53,720,56.47,1275,-1.24
NSW,104,Barton,50,Kogarah Central,821,38.93,1288,61.07,2109,0.01
NSW,104,Barton,51,Kyeemagh,533,48.99,555,51.01,1088,-1.72
NSW,104,Barton,65249,Marrickville BARTON PPVC,1072,30.61,2430,69.39,3502,-0.7
NSW,104,Barton,1016,Marrickville Park,291,24.85,880,75.15,1171,-0.92
NSW,104,Barton,1010,Marrickville South,157,18.67,684,81.33,841,-3.17
NSW,104,Barton,1011,Marrickville West,623,35.54,1130,64.46,1753,12.48
NSW,104,Barton,62,Rockdale,418,34.49,794,65.51,1212,-2.01
NSW,104,Barton,33869,Rockdale BARTON PPVC,3358,40.96,4840,59.04,8198,1.74
NSW,104,Barton,63,Rockdale Central,600,39.11,934,60.89,1534,-0.62
NSW,104,Barton,83616,Rockdale City,175,35.93,312,64.07,487,-2.67
NSW,104,Barton,2671,Rockdale West,447,35.31,819,64.69,1266,-1.34
NSW,104,Barton,33595,Special Hospital Team 1,119,51.52,112,48.48,231,-12.77
NSW,104,Barton,14014,Sydney (Barton),112,39.72,170,60.28,282,-2.08
NSW,104,Barton,97609,Sydney BARTON PPVC,312,47.49,345,52.51,657,3.89
NSW,104,Barton,1470,Tempe,315,22.88,1062,77.12,1377,-5.52
NSW,104,Barton,2641,Turrella,401,33.73,788,66.27,1189,-2.57
NSW,104,Barton,2673,Undercliffe,652,37.24,1099,62.76,1751,-1.2
NSW,105,Bennelong,65453,BLV Bennelong PPVC,0,0,0,0,0,-57.89
NSW,105,Bennelong,634,Carlingford (Bennelong),631,56.24,491,43.76,1122,-8.67
NSW,105,Bennelong,33926,Carlingford East,1090,57.46,807,42.54,1897,-7.03
NSW,105,Bennelong,97587,Central Sydney BENNELONG PPVC,134,43.23,176,56.77,310,-11.87
NSW,105,Bennelong,65177,Chatswood BENNELONG PPVC,358,58.21,257,41.79,615,1.78
NSW,105,Bennelong,638,Denistone,527,56.18,411,43.82,938,-3.79
NSW,105,Bennelong,639,Denistone East,1476,56.08,1156,43.92,2632,-6.49
NSW,105,Bennelong,83564,Denistone South,213,56.35,165,43.65,378,3.49
NSW,105,Bennelong,647,Denistone West,636,56.33,493,43.67,1129,-1.56
NSW,105,Bennelong,30096,Divisional Office (PREPOLL),0,0,0,0,0,-55.88
NSW,105,Bennelong,105,East Ryde,1447,57.38,1075,42.62,2522,-2.87
NSW,105,Bennelong,33877,East Ryde Central,356,54.27,300,45.73,656,-9.02
NSW,105,Bennelong,83497,East Ryde Heights,218,53.43,190,46.57,408,-6.79
NSW,105,Bennelong,642,Eastwood,1200,55.94,945,44.06,2145,-7.05
NSW,105,Bennelong,80,Eastwood Heights,740,58.18,532,41.82,1272,-3.78
NSW,105,Bennelong,83568,Eastwood PPVC,2476,59.95,1654,40.05,4130,-2.81
NSW,105,Bennelong,643,Eastwood West,622,59.75,419,40.25,1041,-1.07
NSW,105,Bennelong,83198,Epping,915,52.47,829,47.53,1744,-8.6
NSW,105,Bennelong,81,Epping East,1057,59.22,728,40.78,1785,0.04
NSW,105,Bennelong,645,Epping Heights,665,53.07,588,46.93,1253,-7.52
NSW,105,Bennelong,82,Epping North,948,53.74,816,46.26,1764,-5.7
NSW,105,Bennelong,83571,Epping PPVC,4364,58.39,3110,41.61,7474,-2.33
NSW,105,Bennelong,11927,Epping West,1047,55.75,831,44.25,1878,-7.13
NSW,105,Bennelong,2252,Ermington Central,760,53.67,656,46.33,1416,4.38
NSW,105,Bennelong,2253,Ermington West (Bennelong),1021,53.65,882,46.35,1903,0.37
NSW,105,Bennelong,84,Gladesville (Bennelong),972,52.88,866,47.12,1838,-3.04
NSW,105,Bennelong,87,Gladesville North,668,57.54,493,42.46,1161,-10.91
NSW,105,Bennelong,33930,Hunters Hill North (Bennelong),405,52.19,371,47.81,776,-8.95
NSW,105,Bennelong,98,Macquarie Park,514,42.66,691,57.34,1205,-7.71
NSW,105,Bennelong,92,Macquarie Park South,1330,56.02,1044,43.98,2374,-3.23
NSW,105,Bennelong,83200,Marsfield,336,56.76,256,43.24,592,-3.75
NSW,105,Bennelong,75,Marsfield North,1117,49.71,1130,50.29,2247,-8.53
NSW,105,Bennelong,650,Meadowbank,550,47.78,601,52.22,1151,-5.75
NSW,105,Bennelong,33928,Melrose Park,889,56.73,678,43.27,1567,-2.93
NSW,105,Bennelong,107,North Ryde,806,56.17,629,43.83,1435,-5.07
NSW,105,Bennelong,106,North Ryde Central,1386,57.51,1024,42.49,2410,-1.02
NSW,105,Bennelong,83575,North Ryde Heights,188,59.68,127,40.32,315,0.86
NSW,105,Bennelong,102,Putney,1864,65.98,961,34.02,2825,-2.56
NSW,105,Bennelong,83560,Putney West,546,65.16,292,34.84,838,-3.38
NSW,105,Bennelong,79,Ryde,862,62.92,508,37.08,1370,0.94
NSW,105,Bennelong,83199,Ryde Central,336,51.22,320,48.78,656,-4.11
NSW,105,Bennelong,655,Ryde Heights,819,48.15,882,51.85,1701,-5.96
NSW,105,Bennelong,657,Ryde South,397,60.15,263,39.85,660,-4.57
NSW,105,Bennelong,33596,Special Hospital Team 1,250,74.85,84,25.15,334,5.71
NSW,105,Bennelong,58583,Special Hospital Team 2,145,64.16,81,35.84,226,-4.86
NSW,105,Bennelong,14017,Sydney (Bennelong),81,47.09,91,52.91,172,-0.95
NSW,105,Bennelong,97605,Sydney BENNELONG PPVC,379,56.65,290,43.35,669,1.29
NSW,105,Bennelong,34349,Top Ryde,1030,49.31,1059,50.69,2089,-2.5
NSW,105,Bennelong,661,West Ryde,1265,51.57,1188,48.43,2453,-1.13
NSW,105,Bennelong,33945,West Ryde BENNELONG PPVC,4315,58.68,3038,41.32,7353,-3.82
NSW,105,Bennelong,8869,West Ryde Central,874,57.54,645,42.46,1519,-1.33
NSW,106,Berowra,1822,Annangrove,949,84.66,172,15.34,1121,3.28
NSW,106,Berowra,1823,Arcadia,580,73.79,206,26.21,786,-0.42
NSW,106,Berowra,43686,Asquith (Berowra),427,56.78,325,43.22,752,-1.54
NSW,106,Berowra,58669,Baulkham Hills BEROWRA PPVC,1230,77.85,350,22.15,1580,1.26
NSW,106,Berowra,632,Beecroft,1501,63.9,848,36.1,2349,-2.01
NSW,106,Berowra,83580,Beecroft North,264,60.97,169,39.03,433,-4.94
NSW,106,Berowra,117,Berowra,1400,54.58,1165,45.42,2565,-2.83
NSW,106,Berowra,118,Berowra Heights,841,54.4,705,45.6,1546,-2.51
NSW,106,Berowra,83582,Berowra PPVC,351,57.45,260,42.55,611,0.1
NSW,106,Berowra,65454,BLV Berowra PPVC,0,0,0,0,0,-81.82
NSW,106,Berowra,120,Brooklyn,210,45.06,256,54.94,466,0.09
NSW,106,Berowra,1850,Carlingford Heights,1131,64.85,613,35.15,1744,-1.83
NSW,106,Berowra,56586,Castle Hill North (Berowra),422,71.89,165,28.11,587,-3.86
NSW,106,Berowra,637,Cheltenham,694,58.52,492,41.48,1186,-6.15
NSW,106,Berowra,11928,Cherrybrook,1653,66.55,831,33.45,2484,-1.97
NSW,106,Berowra,34004,Cherrybrook Central,1249,65.77,650,34.23,1899,-2.38
NSW,106,Berowra,1852,Cherrybrook North,1433,65.37,759,34.63,2192,-0.7
NSW,106,Berowra,83925,Cherrybrook PPVC,3219,72.89,1197,27.11,4416,5.56
NSW,106,Berowra,11929,Cherrybrook South,825,62.98,485,37.02,1310,-4.09
NSW,106,Berowra,121,Cowan,228,51.82,212,48.18,440,-3.62
NSW,106,Berowra,30097,Divisional Office (PREPOLL),0,0,0,0,0,-60
NSW,106,Berowra,11930,Dural,1376,77.61,397,22.39,1773,-1.65
NSW,106,Berowra,1836,Galston,1230,75.74,394,24.26,1624,-0.31
NSW,106,Berowra,1838,Glenhaven,1767,79.42,458,20.58,2225,-1.09
NSW,106,Berowra,1839,Glenorie,1146,79.92,288,20.08,1434,2.68
NSW,106,Berowra,1831,Glenorie West,378,81.64,85,18.36,463,3.78
NSW,106,Berowra,123,Hornsby (Berowra),459,53.62,397,46.38,856,2.96
NSW,106,Berowra,58578,Hornsby BEROWRA PPVC,4517,62.67,2691,37.33,7208,1.71
NSW,106,Berowra,43688,Hornsby Central (Berowra),229,55.72,182,44.28,411,-2.04
NSW,106,Berowra,124,Hornsby Heights,1192,58.15,858,41.85,2050,-1.55
NSW,106,Berowra,126,Hornsby North,726,56.76,553,43.24,1279,-1.38
NSW,106,Berowra,134,Hornsby South,546,54.87,449,45.13,995,-1.73
NSW,106,Berowra,128,Hornsby West (Berowra),412,53.72,355,46.28,767,-3.26
NSW,106,Berowra,1842,Kenthurst,1794,81.25,414,18.75,2208,0.42
NSW,106,Berowra,1788,Maroota,253,87.54,36,12.46,289,7.78
NSW,106,Berowra,1789,Maroota South,379,80.13,94,19.87,473,0.22
NSW,106,Berowra,1846,Middle Dural,0,0,0,0,0,-78.87
