2007 Federal Election Polling Places [Event:13745 Phase:FinalResults Generated:2008-09-03T12:53:32 Cycle:349e38e7-5eda-4bc7-a4a0-805bff59620f Created:2008-08-13T17:22:12 Environment:TEST Site:Primary Server:TST-VTR04 Version:4.8.0.0]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,127,Kingsford Smith,1434,1,Banksmeadow,"Banksmeadow Public School, Pre-school Centre",cnr Wilson & Herford Sts,,,BANKSMEADOW,NSW,2019,-33.953700,151.205500
NSW,127,Kingsford Smith,1436,1,Botany,Botany Public School,1076 Botany Rd,,,BOTANY,NSW,2019,-33.942218,151.195111
NSW,127,Kingsford Smith,1437,1,Botany East,Pagewood Public School,Page St,,,BOTANY,NSW,2019,-33.942046,151.213994
NSW,127,Kingsford Smith,1438,1,Bunnerong,St Agnes School,511 Bunnerong Rd,,,MATRAVILLE,NSW,2036,-33.958360,151.231650
NSW,127,Kingsford Smith,1439,1,Chifley,Chifley Public School,Mitchell St,,,CHIFLEY,NSW,2036,-33.965158,151.241546
NSW,127,Kingsford Smith,2322,1,Clovelly Beach (Kingsford Smith),Surf Life Saving Club,Clovelly Rd,,,CLOVELLY,NSW,2031,-33.915000,151.267100
NSW,127,Kingsford Smith,33796,1,Clovelly North (Kingsford Smith),St Luke's Anglican Church,69 Varna St,,,CLOVELLY,NSW,2031,-33.908000,151.258950
NSW,127,Kingsford Smith,2308,1,Coogee,St Nicolas Hall,Carr St,,,COOGEE,NSW,2034,-33.922240,151.252520
NSW,127,Kingsford Smith,2307,1,Coogee Beach,Eastward Senior Citizens Hall,"Coogee Oval, Brook St",,,COOGEE,NSW,2034,-33.919100,151.254800
NSW,127,Kingsford Smith,2309,1,Coogee Central,Coogee Public School,Byron St,,,COOGEE,NSW,2034,-33.920997,151.249807
NSW,127,Kingsford Smith,2310,1,Coogee South,South Coogee Public School,Moverly Rd,,,SOUTH COOGEE,NSW,2034,-33.932679,151.254020
NSW,127,Kingsford Smith,2312,1,Daceyville,Daceyville Public School,Joffre Cres,,,DACEYVILLE,NSW,2032,-33.929155,151.227359
NSW,127,Kingsford Smith,1462,1,Daceyville South,St Michael's Parish Hall,29 Banks Ave,,,DACEYVILLE,NSW,2032,-33.929250,151.226800
NSW,127,Kingsford Smith,1442,1,Eastlakes,Horner Memorial Uniting Church Hall,40 King St,,,EASTLAKES,NSW,2018,-33.931600,151.208000
NSW,127,Kingsford Smith,1443,1,Eastlakes East,Eastlakes Community Hall,Florence Ave,,,EASTLAKES,NSW,2018,-33.926000,151.214600
NSW,127,Kingsford Smith,1446,1,Gardeners Road,Gardeners Road Public School,Gardeners Rd,,,ROSEBERY,NSW,2018,-33.921300,151.197800
NSW,127,Kingsford Smith,1447,1,Hillsdale,Matraville Primary School,cnr Beauchamp & Bunnerong Rds,,,MATRAVILLE,NSW,2036,-33.955400,151.229600
NSW,127,Kingsford Smith,2313,1,Kensington,Kensington Primary School,cnr Todman & Doncaster Aves,,,KENSINGTON,NSW,2033,-33.909800,151.224800
NSW,127,Kingsford Smith,2314,1,Kensington Park,Scouts Hall,cnr Day La & Strachan St,,,KINGSFORD,NSW,2032,-32.263447,142.408640
NSW,127,Kingsford Smith,2316,1,Kensington West,St Martin's Hall,103 Todman Ave,,,KENSINGTON,NSW,2033,-33.910000,151.224800
NSW,127,Kingsford Smith,2315,1,Kingsford,The Greek Orthodox Parish of South-East Sydney,78 Gardeners Rd,,,KINGSFORD,NSW,2032,-33.924910,151.224120
NSW,127,Kingsford Smith,2318,1,Kingsford South,Holy Trinity Church Hall,cnr Sturt St & Anzac Pde,,,KINGSFORD,NSW,2032,-33.926600,151.232300
NSW,127,Kingsford Smith,1449,1,La Perouse,La Perouse Public School,Yarra Rd,,,PHILLIP BAY,NSW,2036,-33.979183,151.236394
NSW,127,Kingsford Smith,1451,1,Malabar,Malabar Public School,Victoria St,,,MALABAR,NSW,2036,-33.961756,151.248678
NSW,127,Kingsford Smith,1452,1,Maroubra,St John's Church Hall,339A Maroubra Rd,,,MAROUBRA,NSW,2035,-33.943300,151.249000
NSW,127,Kingsford Smith,1453,1,Maroubra Bay,Maroubra Bay Primary School,Duncan St,,,MAROUBRA,NSW,2035,-33.944700,151.252900
NSW,127,Kingsford Smith,1454,1,Maroubra East,Child Care Hall,cnr Storey St & Malabar Rd,,,MAROUBRA,NSW,2035,-33.939600,151.255900
NSW,127,Kingsford Smith,1455,1,Maroubra Junction,The French School of Sydney,cnr Anzac Pde & Moverly Rd,,,MAROUBRA,NSW,2035,-33.934500,151.238200
NSW,127,Kingsford Smith,1456,1,Mascot,Mascot Primary School,King St,,,MASCOT,NSW,2020,-33.929100,151.192900
NSW,127,Kingsford Smith,1457,1,Mascot East,J J Cahill Memorial High School,Sutherland St,,,MASCOT,NSW,2020,-33.926862,151.202133
NSW,127,Kingsford Smith,1458,1,Mascot North,Mascot Senior Citizens Hall,cnr Aloha & Coward Sts,,,MASCOT,NSW,2020,-33.925600,151.193900
NSW,127,Kingsford Smith,1459,1,Matraville,Matraville Soldiers Settlement Public School,Menin Road,,,MATRAVILLE,NSW,2036,-33.958300,151.239600
NSW,127,Kingsford Smith,1460,1,Nagle Park,South Sydney High School,O'Sullivan Ave,,,MAROUBRA,NSW,2035,-33.943524,151.234932
NSW,127,Kingsford Smith,1461,1,Ocean View Park,St Mary's & St Joseph's School Hall,cnr Fitzgerald Ave & Malabar Rd,,,MAROUBRA,NSW,2035,-33.947900,151.251700
NSW,127,Kingsford Smith,11956,1,Peters Corner,Randwick Presbyterian Church,cnr Alison Rd & Cook St,,,RANDWICK,NSW,2031,-33.912300,151.239700
NSW,127,Kingsford Smith,2324,1,Prince Of Wales,Edmund Blacket Function Room,"Level 2, Prince of Wales Hospital",Barker St,,RANDWICK,NSW,2031,-33.913400,151.241700
NSW,127,Kingsford Smith,2311,1,Randwick (Kingsford Smith),Randwick Public School,Cowper St,,,RANDWICK,NSW,2031,-33.910000,151.243400
NSW,127,Kingsford Smith,2321,1,Randwick East,Randwick Town Hall,cnr Avoca & Frances Sts,,,RANDWICK,NSW,2031,-33.911500,151.242600
NSW,127,Kingsford Smith,2325,1,Randwick Girls High,Randwick Girls High School,Barker St,,,RANDWICK,NSW,2031,-33.921800,151.239600
NSW,127,Kingsford Smith,44932,1,Randwick North (Kingsford Smith),Randwick Literary Institute,Cnr Clovelly Rd & Market St,,,RANDWICK,NSW,2031,-33.905670,151.246660
NSW,127,Kingsford Smith,1466,1,Rosebery,St Josephs Catholic School Hall,Kimberley Grove,,,ROSEBERY,NSW,2018,-33.916400,151.207700
NSW,127,Kingsford Smith,33629,2,Special Hospital Team 1,Southern Cross Kildare Apartments,216 Maroubra Rd,,,MAROUBRA,NSW,2035,,
NSW,127,Kingsford Smith,33826,2,Special Hospital Team 2,Sir Joseph Banks Nursing Home,31 Edgehill Ave,,,BOTANY,NSW,2019,,
NSW,127,Kingsford Smith,31032,1,Sydney (Kingsford Smith),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,127,Kingsford Smith,2317,1,The Rainbow,Rainbow Street Public School,Rainbow St,,,RANDWICK,NSW,2031,-33.924930,151.223172
NSW,127,Kingsford Smith,2326,1,The Spot,Claremont College,30 Coogee Bay Rd,,,RANDWICK,NSW,2031,-33.918200,151.244580
NSW,128,Lindsay,384,1,Bennett Road,Bennett Road Public School,Bennett Rd,,,COLYTON,NSW,2760,-33.783819,150.791237
NSW,128,Lindsay,1478,1,Braddock,Braddock Public School,Laycock St,,,CRANEBROOK,NSW,2749,-33.720991,150.708856
NSW,128,Lindsay,1479,1,Cambridge Gardens,Cambridge Gardens Public School,Trinity Dr,,,CAMBRIDGE GARDENS,NSW,2747,-33.737111,150.719571
NSW,128,Lindsay,1480,1,Cambridge Park,Cambridge Park Public School,Oxford St,,,CAMBRIDGE PARK,NSW,2747,-33.748012,150.725788
NSW,128,Lindsay,1481,1,Cambridge Park South,Cambridge Park High School,Harrow Rd,,,CAMBRIDGE PARK,NSW,2747,-33.752337,150.733874
NSW,128,Lindsay,1754,1,Castlereagh,Castlereagh Public School,Post Office Rd,,,CASTLEREAGH,NSW,2749,-33.668887,150.677595
NSW,128,Lindsay,11957,1,Claremont Meadows,Claremont Meadows Public School,Sunflower Dr,,,CLAREMONT MEADOWS,NSW,2747,-33.768926,150.746670
NSW,128,Lindsay,1758,1,Cranebrook,Samuel Terry Public School,Grays La,,,CRANEBROOK,NSW,2749,-33.712789,150.708373
NSW,128,Lindsay,1483,1,Emu Heights,Emu Heights Public School,Wedmore Rd,,,EMU HEIGHTS,NSW,2750,-33.736063,150.649741
NSW,128,Lindsay,1484,1,Emu Plains,Emu Plains Public School,Emerald St,,,EMU PLAINS,NSW,2750,-33.754655,150.658414
NSW,128,Lindsay,32337,1,Glenmore Park,Glenmore Park Primary School,The Lakes Dr,,,GLENMORE PARK,NSW,2745,-33.784700,150.681000
NSW,128,Lindsay,31689,1,Glenmore Park Central,Glenmore Park High School,Glenmore Pkwy,,,GLENMORE PARK,NSW,2745,-33.793413,150.673969
NSW,128,Lindsay,1486,1,Jamisontown,Jamisontown Public School,Thurwood Ave,,,JAMISONTOWN,NSW,2750,-33.772400,150.683168
NSW,128,Lindsay,1487,1,Kingswood,Kingswood Public School,Second Ave,,,KINGSWOOD,NSW,2747,-33.764220,150.726267
NSW,128,Lindsay,1488,1,Kingswood Park,Kingswood Park Public School,Caloola Ave,,,PENRITH,NSW,2750,-33.741342,150.711470
NSW,128,Lindsay,1489,1,Kingswood South,Kingswood South Public School,Smith St,,,KINGSWOOD,NSW,2747,-33.769701,150.712048
NSW,128,Lindsay,1491,1,Leonay,Leonay Public School,Buring Ave,,,LEONAY,NSW,2750,-33.764708,150.651044
NSW,128,Lindsay,1783,1,Llandilo,Llandilo Public School,Seventh Ave,,,LLANDILO,NSW,2747,-33.707090,150.751865
NSW,128,Lindsay,889,1,Mulgoa,Mulgoa Community Centre,Littlefields Rd,,,MULGOA,NSW,2745,-33.840300,150.669500
NSW,128,Lindsay,1494,1,Nepean High,Nepean High School,Great Western Hwy,,,EMU PLAINS,NSW,2750,-33.756656,150.661166
NSW,128,Lindsay,1495,1,Nepean Hospital,Nepean District Hospital,Derby St,,,KINGSWOOD,NSW,2747,-33.759803,150.713231
NSW,128,Lindsay,1496,1,Orchard Hills,Orchard Hills Public School,Kingswood Rd,,,ORCHARD HILLS,NSW,2748,-33.783613,150.720441
NSW,128,Lindsay,1497,1,Oxley Park,Oxley Park Public School,Adelaide St,,,OXLEY PARK,NSW,2760,-33.772364,150.787655
NSW,128,Lindsay,1498,1,Penrith,Penrith High School,High St,,,PENRITH,NSW,2750,-33.757063,150.707064
NSW,128,Lindsay,1499,1,Penrith Central,Penrith Infants School,Henry St,,,PENRITH,NSW,2750,-33.752900,150.702700
NSW,128,Lindsay,1501,1,Penrith North,St Dominics College,Parker St,,,KINGSWOOD,NSW,2747,-33.753500,150.713700
NSW,128,Lindsay,1502,1,Penrith South,Penrith South Public School,Jamison Rd,,,SOUTH PENRITH,NSW,2750,-33.764207,150.700799
NSW,128,Lindsay,1503,1,Regentville,Regentville Public School,School House Rd,,,REGENTVILLE,NSW,2745,-33.776736,150.667704
NSW,128,Lindsay,1504,1,St Marys,St Marys Public School,Princess Mary St,,,ST MARYS,NSW,2760,-33.769290,150.769827
NSW,128,Lindsay,410,1,St Marys North,St Marys North Public School,Debrincat Ave,,,ST MARYS,NSW,2760,-33.755696,150.782376
NSW,128,Lindsay,1506,1,St Marys South,St Marys South Public School,Monfarville St,,,ST MARYS,NSW,2760,-33.779471,150.776037
NSW,128,Lindsay,33630,2,Special Hospital Team 1,Jamison Gardens Nursing Home,366 Jamison Rd,,,JAMISONTOWN,NSW,2750,,
NSW,128,Lindsay,1507,1,Stuart Street,Uniting Church Hall,Stuart St,,,JAMISONTOWN,NSW,2750,-33.763600,150.681300
NSW,128,Lindsay,32328,1,Sydney (Lindsay),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,128,Lindsay,1508,1,Werrington,Werrington Public School,Heavey St,,,WERRINGTON,NSW,2747,-33.754390,150.749470
NSW,128,Lindsay,1509,1,Werrington County,Werrington County Public School,John Batman Ave,,,WERRINGTON COUNTY,NSW,2747,-33.745382,150.747305
NSW,128,Lindsay,1510,1,York,York Public School,Evan St,,,SOUTH PENRITH,NSW,2750,-33.776406,150.697691
NSW,129,Lowe,1515,1,Abbotsford,Abbotsford Public School,350 Great North Rd,,,ABBOTSFORD,NSW,2046,-33.852822,151.129807
NSW,129,Lowe,1516,1,Burwood,Burwood Public School,1 Conder St,,,BURWOOD,NSW,2134,-33.876920,151.099480
NSW,129,Lowe,33052,1,Burwood City,Burwood Church Of Christ,18 Clarence St,,,BURWOOD,NSW,2134,-33.880490,151.103870
NSW,129,Lowe,1517,1,Burwood East,Burwood Girls High School,Cheltenham Rd,,,CROYDON,NSW,2132,-33.875691,151.112710
NSW,129,Lowe,1519,1,Burwood Park,Christian Brothers College,17 Comer St,,,BURWOOD,NSW,2134,-33.871860,151.103150
NSW,129,Lowe,1521,1,Chiswick,St Andrews Anglican Church,cnr Bay Rd & Sibbick St,,,RUSSELL LEA,NSW,2046,-33.854100,151.139400
NSW,129,Lowe,1522,1,Concord,Concord Baptist Church,1-3 Carrington St,,,NORTH STRATHFIELD,NSW,2137,-33.863910,151.092100
NSW,129,Lowe,1523,1,Concord Central,St Mark's Presbyterian Church,14 Cormiston Ave,,,CONCORD,NSW,2137,-33.859820,151.102420
NSW,129,Lowe,1551,1,Concord City,Concord Senior Citizens Club,9 Wellbank St,,,CONCORD,NSW,2137,-33.855300,151.104390
NSW,129,Lowe,1524,1,Concord East,Concord Public School,Cnr Burwood Rd & Stanley St,,,CONCORD,NSW,2137,-33.863400,151.106900
NSW,129,Lowe,1525,1,Concord North,Concord West Public School,345 Queen St,,,CONCORD WEST,NSW,2138,-33.839660,151.086440
NSW,129,Lowe,1527,1,Concord West,Concord West Uniting Church,Cnr Concord & Wunda Rds,,,CONCORD WEST,NSW,2138,-33.845600,151.089000
NSW,129,Lowe,45017,1,Croydon (Lowe),Croydon Pre-school,6 Railway St,,,CROYDON,NSW,2132,-33.883760,151.117880
NSW,129,Lowe,1529,1,Croydon Park,Croydon Park Public School,Beresford Ave,,,CROYDON PARK,NSW,2133,-33.894700,151.108400
NSW,129,Lowe,1530,1,Drummoyne,Drummoyne Public School,Rawson Ave,,,DRUMMOYNE,NSW,2047,-33.856089,151.152907
NSW,129,Lowe,1542,1,Drummoyne East,Drummoyne Community Of Christ,7A Wrights Rd,,,DRUMMOYNE,NSW,2047,-33.849880,151.154180
NSW,129,Lowe,1531,1,Drummoyne North,St Bedes Anglican Church Hall,21 College St,,,DRUMMOYNE,NSW,2047,-33.855010,151.155970
NSW,129,Lowe,1532,1,Enfield,Enfield Public School,Beaumaris St,,,ENFIELD,NSW,2136,-33.889301,151.094010
NSW,129,Lowe,999,1,Enfield South,2nd Enfield Scout Headquarters,357 Georges River Rd,,,CROYDON PARK,NSW,2133,-33.899410,151.090950
NSW,129,Lowe,1000,1,Enfield West,Strathfield South Uniting Church,Cnr Liverpool Rd & Frances Ave,,,STRATHFIELD SOUTH,NSW,2136,-33.892800,151.085600
NSW,129,Lowe,1533,1,Five Dock,Five Dock Public School,Henry St,,,FIVE DOCK,NSW,2046,-33.866714,151.127919
NSW,129,Lowe,1534,1,Five Dock Central,Domremy College,121 First Ave,,,FIVE DOCK,NSW,2046,-33.868300,151.134080
NSW,129,Lowe,1535,1,Flemington,Homebush West Public School,Eastbourne Rd,,,HOMEBUSH WEST,NSW,2140,-33.865833,151.067287
NSW,129,Lowe,1536,1,Homebush,Homebush Public School,Rochester St,,,HOMEBUSH,NSW,2140,-33.869781,151.083049
NSW,129,Lowe,1537,1,Homebush North,Strathfield District Guide Hall,53 Ismay Ave,,,HOMEBUSH,NSW,2140,-33.862150,151.084570
NSW,129,Lowe,1538,1,Homebush South,St Patrick's College,Francis St,,,STRATHFIELD,NSW,2135,-33.874100,151.075500
NSW,129,Lowe,1540,1,Malvern Hill,Malvern Hill Uniting Church,Murray St,,,CROYDON,NSW,2132,-33.884600,151.112400
NSW,129,Lowe,1541,1,Mortlake,Mortlake Public School,Noble St,,,CONCORD,NSW,2137,-33.849497,151.103824
NSW,129,Lowe,1543,1,Rhodes,Rhodes Community Centre,63 Blaxland Rd,,,RHODES,NSW,2138,-33.826860,151.088590
NSW,129,Lowe,1544,1,Russell Lea,Russell Lea Infants School,Lithgow St,,,RUSSELL LEA,NSW,2046,-33.861298,151.142440
NSW,129,Lowe,33622,2,Special Hospital Team 1,Concord Repatriation Hospital,Hospital Rd,,,CONCORD WEST,NSW,2138,,
NSW,129,Lowe,1545,1,Strathfield,Strathfield Girls High School,Albert Rd,,,STRATHFIELD,NSW,2135,-33.874410,151.082949
NSW,129,Lowe,1546,1,Strathfield Central,Chalmers Road School,23 Chalmers Rd,,,STRATHFIELD,NSW,2135,-33.880020,151.081530
NSW,129,Lowe,1547,1,Strathfield North,Strathfield North Public School,Cumming Ave,,,CONCORD WEST,NSW,2138,-33.854800,151.092200
NSW,129,Lowe,1548,1,Strathfield South,Strathfield South Public School,457 Liverpool Rd,,,STRATHFIELD,NSW,2135,-33.890860,151.083930
NSW,129,Lowe,1549,1,Strathfield West,St Johns Anglican Church,93 Newton Rd,,,STRATHFIELD,NSW,2135,-33.877090,151.070390
NSW,129,Lowe,14108,1,Sydney (Lowe),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,129,Lowe,1550,1,Wareemba,All Hallows Parish Centre,Halley St,,,FIVE DOCK,NSW,2046,-33.860600,151.133100
NSW,130,Lyne,452,1,Beechwood,Beechwood School of Arts Hall,725 Beechwood Rd,,,BEECHWOOD,NSW,2446,-31.436600,152.680600
NSW,130,Lyne,1566,1,Bonny Hills,Bonny Hills Community Hall,Graham St,,,BONNY HILLS,NSW,2445,-31.591100,152.839500
NSW,130,Lyne,1571,1,Burrell Creek,Burrell Creek Hall,5348 The Bucketts Way,,,BURRELL CREEK,NSW,2429,-31.952600,152.296100
NSW,130,Lyne,461,1,Byabarra,Byabarra Public School,1099 Comboyne Rd,,,BYABARRA,NSW,2446,-31.531628,152.527597
NSW,130,Lyne,1574,1,Chatham,Chatham High School,Davis St,,,TAREE,NSW,2430,-31.896567,152.480423
NSW,130,Lyne,467,1,Comboyne,Comboyne Public School,11 Hill St,,,COMBOYNE,NSW,2429,-31.605130,152.472460
NSW,130,Lyne,1577,1,Coopernook,Coopernook School of Arts Hall,Macquarie St,,,COOPERNOOK,NSW,2426,-31.825100,152.612500
NSW,130,Lyne,468,1,Crescent Head,Crescent Head Community Hall,Baker Dr,,,CRESCENT HEAD,NSW,2440,-31.189800,152.971500
NSW,130,Lyne,1579,1,Crowdy Head,Crowdy Head Public School,Geoffrey St,,,CROWDY HEAD,NSW,2427,-31.842302,152.750934
NSW,130,Lyne,1580,1,Cundletown,Cundletown Public School,High St,,,CUNDLETOWN,NSW,2430,-31.899934,152.521970
NSW,130,Lyne,32374,1,Diamond Beach,Hallidays Point Public School,300 Diamond Beach Rd,,,DIAMOND BEACH,NSW,2430,-32.071405,152.543051
NSW,130,Lyne,1581,1,Dunbogan,Jubilee Hall,The Boulevarde,,,DUNBOGAN,NSW,2443,-31.645700,152.815900
NSW,130,Lyne,1583,1,Dyers Crossing,St Johns Anglican Hall,3142 Wallanbah Rd,,,DYERS CROSSING,NSW,2429,-32.093900,152.300500
NSW,130,Lyne,1584,1,Elands,Elands Public School,152 Glenwarrin Rd,,,ELANDS,NSW,2429,-31.633461,152.296191
NSW,130,Lyne,33903,1,Emerald Downs,Emerald Downs Community Centre,Pacific Plaza Shopping Centre,Emerald Dr,,PORT MACQUARIE,NSW,2444,-31.478100,152.914600
NSW,130,Lyne,1594,1,Hallidays Point,Uniting Church Hall,17 Diamond Beach Rd,,,HALLIDAYS POINT,NSW,2430,-32.064900,152.527300
NSW,130,Lyne,1595,1,Hannam Vale,Hannam Vale Public School,1159 Hannam Vale Rd,,,HANNAM VALE,NSW,2443,-31.711968,152.593646
NSW,130,Lyne,1596,1,Harrington,Harrington Memorial Hall,Pilot St,,,HARRINGTON,NSW,2427,-31.871900,152.689900
NSW,130,Lyne,1598,1,Herons Creek,Herons Creek Public School,5499 Pacific Hwy,,,HERONS CREEK,NSW,2443,-31.588373,152.729290
NSW,130,Lyne,477,1,Hibbard,Lions Club Hall,176 Hastings River Dr,,,PORT MACQUARIE,NSW,2444,-31.429000,152.883000
NSW,130,Lyne,478,1,Hollisdale,Hollisdale Hall,1493 Pappinbarra Rd,,,HOLLISDALE,NSW,2446,-31.393000,152.542600
NSW,130,Lyne,479,1,Huntingdon,Huntingdon Public School,2876 Oxley Hwy,,,HUNTINGDON,NSW,2446,-31.461501,152.814895
NSW,130,Lyne,501,1,Innes Lake,St Columba Anglican School,41-55 Major Innes Rd,,,PORT MACQUARIE,NSW,2444,-31.461542,152.875403
NSW,130,Lyne,1599,1,Johns River,Johns River Public School,Station St,,,JOHNS RIVER,NSW,2443,-31.733058,152.696905
NSW,130,Lyne,1601,1,Kendall,Kendall Community Centre,cnr Comboyne & Albert Sts,,,KENDALL,NSW,2439,-31.632300,152.702600
NSW,130,Lyne,1602,1,Kew,Camden Haven High School,Valley View Rd,off Glenhaven Dr,,KEW,NSW,2439,-31.639300,152.734100
NSW,130,Lyne,1603,1,Killabakh,Killabakh Public Hall,1676 Comboyne Rd,,,KILLABAKH,NSW,2429,-31.736300,152.400600
NSW,130,Lyne,32375,1,King Creek,King Creek Bushfire Brigade Building,Narran Cl,,,KING CREEK,NSW,2446,-31.472100,152.756100
NSW,130,Lyne,1604,1,Krambach,Krambach Public School,3846 The Bucketts Way,,,KRAMBACH,NSW,2429,-32.049451,152.265600
NSW,130,Lyne,8868,1,Kundabung,Kundabung Hall,River Rd,,,KUNDABUNG,NSW,2441,-31.212400,152.835200
NSW,130,Lyne,1605,1,Lake Cathie,Lake Cathie Community Hall,Mullaway Rd,,,LAKE CATHIE,NSW,2445,-31.554300,152.851200
NSW,130,Lyne,1606,1,Lansdowne,Lansdowne Public School,Macquarie St,,,LANSDOWNE,NSW,2430,-31.784188,152.532257
NSW,130,Lyne,1607,1,Laurieton,Laurieton School of Arts Hall,58 Bold St,,,LAURIETON,NSW,2443,-31.652000,152.796400
NSW,130,Lyne,488,1,Long Flat,Long Flat Public School,5075 Oxley Hwy,,,LONG FLAT,NSW,2446,-31.436913,152.489627
NSW,130,Lyne,1609,1,Lorne,Lorne Recreation Centre,941 Stewarts River Rd,,,LORNE,NSW,2439,-31.661600,152.610400
NSW,130,Lyne,1610,1,Manning Point,Easts Manning Point Holiday Park,32 Manning St,,,MANNING POINT,NSW,2430,-31.895320,152.662220
NSW,130,Lyne,1612,1,Marlee,Marlee District Hall,1655 Bulga Rd,,,MARLEE,NSW,2429,-31.770900,152.316500
NSW,130,Lyne,1614,1,Mitchells Island,Mitchells Island Public School,Manning Point Rd,,,MITCHELLS ISLAND,NSW,2430,-31.890900,152.614570
NSW,130,Lyne,1615,1,Moorland,Moorland Public School,15 Church St,,,MOORLAND,NSW,2443,-31.770579,152.651916
NSW,130,Lyne,1616,1,Mount George,Mount George Public School,1524 Nowendoc Rd,,,MOUNT GEORGE,NSW,2424,-31.881737,152.179877
NSW,130,Lyne,1623,1,North Haven,North Haven Community Hall,Ocean Dr,,,NORTH HAVEN,NSW,2443,-31.640800,152.815400
NSW,130,Lyne,1624,1,Old Bar,Old Bar Public School,Smith St,,,OLD BAR,NSW,2430,-31.972163,152.587817
NSW,130,Lyne,1625,1,Oxley Island,Oxley Island Literary Institute Hall,96 Oxley Island Rd,,,OXLEY ISLAND,NSW,2430,-31.911030,152.568500
NSW,130,Lyne,497,1,Pembrooke,Pembrooke Hall,979 Pembrooke Rd,,,PEMBROOKE,NSW,2446,-31.380300,152.757000
NSW,130,Lyne,526,1,Port Macquarie,Port Macquarie PCYC,"Level 1, 10 Short St",,,PORT MACQUARIE,NSW,2444,-31.430230,152.907180
NSW,130,Lyne,499,1,Port Macquarie Central,Port Macquarie Public School,Grant St,,,PORT MACQUARIE,NSW,2444,-31.429279,152.914064
NSW,130,Lyne,500,1,Port Macquarie East,Port Macquarie High School,Owen St,,,PORT MACQUARIE,NSW,2444,-31.434135,152.920548
NSW,130,Lyne,11941,1,Port Macquarie North Shore,North Shore Rural Fire Brigade Building,351 Shoreline Dr,,,NORTH SHORE,NSW,2444,-31.404700,152.873800
NSW,130,Lyne,475,1,Port Macquarie South,Hastings Public School,Waniora Pkwy,,,PORT MACQUARIE,NSW,2444,-31.452122,152.918129
NSW,130,Lyne,502,1,Port Macquarie West,Westport High School,Findlay Ave,,,PORT MACQUARIE,NSW,2444,-31.435500,152.895500
NSW,130,Lyne,1627,1,Purfleet,Purfleet Multi-purpose Centre,Lot 1-3 Old Pacific Hwy,,,TAREE,NSW,2430,-31.941000,152.468900
NSW,130,Lyne,505,1,Rollands Plains,Rollands Plains School of Arts Hall,Rollands Plains Rd,,,ROLLANDS PLAINS,NSW,2441,-31.278800,152.678800
NSW,130,Lyne,31458,1,Settlement Shores,St Josephs High School,Warlters St,,,PORT MACQUARIE,NSW,2444,-31.429800,152.898800
NSW,130,Lyne,33612,2,Special Hospital Team 1,Port Macquarie Gardens Nursing Centre,10 Sherwood Rd,,,PORT MACQUARIE,NSW,2444,,
NSW,130,Lyne,33673,2,Special Hospital Team 2,Lakeside Hostel & Lakeside Nursing Home,349 Ocean Dr,,,WEST HAVEN,NSW,2443,,
NSW,130,Lyne,33674,2,Special Hospital Team 3,Manning Rural Referral Hospital,26 York St,,,TAREE,NSW,2430,,
NSW,130,Lyne,14111,1,Sydney (Lyne),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.206600
NSW,130,Lyne,512,1,Tacking Point,Tacking Point Public School,Bangalay Dr,,,PORT MACQUARIE,NSW,2444,-31.472580,152.921733
NSW,130,Lyne,1642,1,Taree,Taree High School,Albert St,,,TAREE,NSW,2430,-31.909766,152.463640
NSW,130,Lyne,1643,1,Taree Central,Ormsby House,24 Commerce St,,,TAREE,NSW,2430,-31.913760,152.455550
NSW,130,Lyne,1645,1,Taree North,Manning Gardens Public School,Bushland Dr,,,TAREE,NSW,2430,-31.891985,152.461010
NSW,130,Lyne,1646,1,Taree West,Taree West Public School,Wingham Rd,,,TAREE,NSW,2430,-31.907600,152.445500
NSW,130,Lyne,515,1,Telegraph Point,Telegraph Point Public School,Mooney St,,,TELEGRAPH POINT,NSW,2441,-31.333777,152.793566
NSW,130,Lyne,1648,1,Tinonee,Tinonee School of Arts Hall,Manchester St,,,TINONEE,NSW,2430,-31.936300,152.413900
NSW,130,Lyne,1651,1,Upper Lansdowne,Upper Lansdowne Public School,1399 Upper Lansdowne Rd,,,UPPER LANSDOWNE,NSW,2430,-31.746330,152.464590
NSW,130,Lyne,524,1,Wauchope,Wauchope High School,Nelson St,,,WAUCHOPE,NSW,2446,-31.451500,152.731000
NSW,130,Lyne,525,1,Wauchope South,Wauchope Scout Hall,Tallowood Ave,,,WAUCHOPE,NSW,2446,-31.469400,152.730900
NSW,130,Lyne,33909,1,West Haven,St Peter the Fisherman Church Hall,421 Ocean Dr,,,WEST HAVEN,NSW,2443,-31.642800,152.793700
NSW,130,Lyne,1654,1,Wherrol Flat,Wherrol Flat Hall,1205 Wherrol Flat Rd,,,WHERROL FLAT,NSW,2429,-31.783529,152.227567
